Resampled version already cached
Resampled version already cached
         2617967 function calls (2562120 primitive calls) in 2.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:821(ContentType)
        1    0.000    0.000    0.000    0.000 auth.py:626(S3SigV4PostAuth)
        1    0.000    0.000    0.000    0.000 exceptions.py:67(InvalidKey)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 core.py:155(MaskError)
        1    0.000    0.000    0.000    0.000 hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 typed_passes.py:337(DumpParforDiagnostics)
        1    0.000    0.000    0.000    0.000 ir.py:936(Arg)
        1    0.000    0.000    0.000    0.000 headerregistry.py:400(UniqueSingleAddressHeader)
        1    0.000    0.000    0.000    0.000 monitoring.py:252(APICallAttemptEvent)
        1    0.000    0.000    0.000    0.000 compat.py:9(metaclass)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(MaxRetryError)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 process.py:490(BrokenProcessPool)
        1    0.000    0.000    0.000    0.000 hashes.py:166(SHA3_384)
        1    0.000    0.000    0.000    0.000 patches.py:3589(BracketCurve)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 utils.py:1919(IgnoreException)
        1    0.000    0.000    0.000    0.000 npydecl.py:1115(Sinc)
        1    0.000    0.000    0.000    0.000 typeinfer.py:233(BuildTupleConstraint)
        1    0.000    0.000    0.000    0.000 builtins.py:638(StaticGetItemLiteralStrKeyDict)
        1    0.000    0.000    0.000    0.000 c_ast.py:428(DeclList)
        1    0.000    0.000    0.000    0.000 c_ast.py:603(For)
        1    0.000    0.000    0.000    0.000 configprovider.py:579(BaseProvider)
        1    0.000    0.000    0.000    0.000 identifier.py:20(derive_name)
        1    0.000    0.000    0.000    0.000 typeinfer.py:454(StaticGetItemConstraint)
        1    0.000    0.000    0.000    0.000 ir.py:350(Terminator)
        1    0.000    0.000    0.000    0.000 value.py:362(_BlocksIterator)
        1    0.000    0.000    0.000    0.000 SSL.py:324(_VerifyHelper)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidJSONError)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:16(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1122(_NQuad)
        1    0.000    0.000    0.000    0.000 builtins.py:200(BinOpMul)
        1    0.000    0.000    0.000    0.000 errors.py:636(UntypedAttributeError)
        1    0.000    0.000    0.000    0.000 model.py:42(ServiceId)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:111(IRProcessing)
        1    0.000    0.000    0.000    0.000 npydecl.py:855(NdColumnStack)
        1    0.000    0.000    0.000    0.000 yacc.py:1470(GrammarError)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:185(InlineClosureLikes)
        1    0.000    0.000    0.000    0.000 preprocessors.py:62(NormalizeWhitespace)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:14(SparseWarning)
        1    0.000    0.000    0.000    0.000 parse.py:331(ParseResult)
        1    0.000    0.000    0.000    0.000 hatch.py:140(LargeCircles)
        1    0.000    0.000    0.000    0.000 registry.py:72(CPUDispatcher)
        1    0.000    0.000    0.000    0.000 ir_utils.py:1509(GuardException)
        1    0.000    0.000    0.000    0.000 misc.py:540(UnicodeIteratorType)
        1    0.000    0.000    0.000    0.000 instructions.py:571(ExtractElement)
        1    0.000    0.000    0.000    0.000 c_ast.py:464(DoWhile)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(LocationParseError)
        1    0.000    0.000    0.000    0.000 inspect.py:2424(_empty)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 parfor.py:729(has_setup)
        1    0.000    0.000    0.000    0.000 typeof.py:121(_typeof_float)
        1    0.000    0.000    0.000    0.000 cyaml.py:30(CFullLoader)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 action.py:220(CustomModeledAction)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 errors.py:556(UnsupportedRewriteError)
        1    0.000    0.000    0.000    0.000 _common.py:348(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 case.py:166(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 processors.py:144(Untar)
        1    0.000    0.000    0.000    0.000 version.py:55(InvalidVersion)
        1    0.000    0.000    0.000    0.000 models.py:361(FloatModel)
        1    0.000    0.000    0.000    0.000 instructions.py:470(StoreAtomicInstr)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 models.py:851(SetIterModel)
        1    0.000    0.000    0.000    0.000 ir.py:601(SetItem)
        1    0.000    0.000    0.000    0.000 c_ast.py:1070(Union)
        1    0.000    0.000    0.000    0.000 yacc.py:217(YaccSymbol)
        1    0.000    0.000    0.000    0.000 inlinepatterns.py:307(SimpleTextInlineProcessor)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 ast.py:476(_ABC)
        1    0.000    0.000    0.000    0.000 _docscrape.py:101(ParseError)
        1    0.000    0.000    0.000    0.000 parallel.py:181(ParallelUFuncBuilder)
        1    0.000    0.000    0.000    0.000 byteflow.py:59(_lazy_pformat)
        1    0.000    0.000    0.000    0.000 static_getitem.py:139(RewriteConstSetitems)
        1    0.000    0.000    0.000    0.000 models.py:422(ExternalFuncPointerModel)
        1    0.000    0.000    0.000    0.000 types.py:417(Aggregate)
        1    0.000    0.000    0.000    0.000 SSL.py:577(_CookieVerifyCallbackHelper)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 models.py:1049(CContiguousFlatIter)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 pyprojecttoml.py:470(_BetaConfiguration)
        1    0.000    0.000    0.000    0.000 SSL.py:276(WantReadError)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:504(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1318(Hrule)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:110(SSACompliantMixin)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1295(AnalyzeResult)
        1    0.000    0.000    0.000    0.000 lex.py:93(NullLogger)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(JMESPathError)
        1    0.000    0.000    0.000    0.000 core.py:27(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 client.py:1441(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 pathlib.py:1012(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 patches.py:3549(BracketAB)
        1    0.000    0.000    0.000    0.000 backend_tools.py:612(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 _param_validation.py:478(_SparseMatrices)
        1    0.000    0.000    0.000    0.000 _ltisys.py:1081(ZerosPolesGainContinuous)
        1    0.000    0.000    0.000    0.000 containers.py:672(ListTypeIteratorType)
        1    0.000    0.000    0.000    0.000 instructions.py:795(FilterClause)
        1    0.000    0.000    0.000    0.000 c_ast.py:446(Default)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 typed_passes.py:165(NopythonTypeInference)
        1    0.000    0.000    0.000    0.000 typeof.py:154(_typeof_str)
        2    0.000    0.000    0.000    0.000 values.py:526(_get_reference)
        1    0.000    0.000    0.000    0.000 model.py:106(Parameter)
        1    0.000    0.000    0.000    0.000 docstring.py:95(PaginatorDocstring)
        1    0.000    0.000    0.000    0.000 _ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1134(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 typeinfer.py:253(_BuildContainerConstraint)
        1    0.000    0.000    0.000    0.000 builtins.py:570(TupleConstructor)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:595(instance)
        1    0.000    0.000    0.000    0.000 models.py:839(SetModel)
        1    0.000    0.000    0.000    0.000 templates.py:475(ConcreteTemplate)
        1    0.000    0.000    0.000    0.000 errors.py:43(NumbaPerformanceWarning)
        1    0.000    0.000    0.000    0.000 instructions.py:508(GEPInstr)
        1    0.000    0.000    0.000    0.000 c_ast.py:531(Enumerator)
        1    0.000    0.000    0.000    0.000 _scorer.py:319(_ThresholdScorer)
        1    0.000    0.000    0.000    0.000 builtins.py:659(GenericNotIn)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 eventstream.py:75(NoInitialResponseError)
        1    0.000    0.000    0.000    0.000 modes.py:152(ECB)
        1    0.000    0.000    0.000    0.000 _nonlin.py:25(NoConvergence)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:650(MIMEVersion)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 hashes.py:61(ExtendableOutputFunction)
        1    0.000    0.000    0.000    0.000 visitor.py:83(Visitor)
        1    0.000    0.000    0.000    0.000 cookies.py:144(CookieError)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(ParameterError)
        1    0.000    0.000    0.000    0.000 typed_passes.py:355(NativeLowering)
        1    0.000    0.000    0.000    0.000 containers.py:532(ListPayload)
        2    0.000    0.000    0.000    0.000 values.py:342(bitcast)
        1    0.000    0.000    0.000    0.000 discovery.py:252(FlatLayoutModuleFinder)
        1    0.000    0.000    0.000    0.000 streamplot.py:515(OutOfBounds)
        1    0.000    0.000    0.000    0.000 _param_validation.py:289(_PandasNAConstraint)
        1    0.000    0.000    0.000    0.000 base.py:970(MetaEstimatorMixin)
        1    0.000    0.000    0.000    0.000 ftplib.py:57(Error)
        1    0.000    0.000    0.000    0.000 decorator.py:290(<genexpr>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:855(SetAttrConstraint)
        1    0.000    0.000    0.000    0.000 npytypes.py:601(NumPyRandomGeneratorType)
        1    0.000    0.000    0.000    0.000 constructor.py:16(ConstructorError)
        1    0.000    0.000    0.000    0.000 retryhandler.py:357(MultiChecker)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 npydecl.py:1002(NdIter)
        1    0.000    0.000    0.000    0.000 models.py:373(PointerModel)
        1    0.000    0.000    0.000    0.000 containers.py:96(Bytes)
        1    0.000    0.000    0.000    0.000 compressor.py:192(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(ResourceNotExistsError)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:178(ResponseError)
        1    0.000    0.000    0.000    0.000 six.py:352(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 builtins.py:950(Int)
        1    0.000    0.000    0.000    0.000 common.py:9(Opaque)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 inlinepatterns.py:368(BacktickInlineProcessor)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(LocationParseError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1527(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 types.py:291(__new__)
        1    0.000    0.000    0.000    0.000 argparse.py:657(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 inlinepatterns.py:833(ImageReferenceInlineProcessor)
        1    0.000    0.000    0.000    0.000 retryhandler.py:371(CRC32Checker)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4024(unitary_group_frozen)
        1    0.000    0.000    0.000    0.000 typeinfer.py:317(BuildMapConstraint)
        1    0.000    0.000    0.000    0.000 builtins.py:1014(Enumerate)
        1    0.000    0.000    0.000    0.000 errors.py:783(NumbaKeyError)
        1    0.000    0.000    0.000    0.000 winterm.py:23(WinStyle)
        1    0.000    0.000    0.000    0.000 SSL.py:367(_ALPNSelectHelper)
        1    0.000    0.000    0.000    0.000 legend_handler.py:266(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 _param_validation.py:488(_Callables)
        1    0.000    0.000    0.000    0.000 instructions.py:490(AllocaInstr)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 hashes.py:118(SHA512_224)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 containers.py:355(StarArgTuple)
        1    0.000    0.000    0.000    0.000 containers.py:589(SetPayload)
        1    0.000    0.000    0.000    0.000 containers.py:846(DictKeysIterableType)
        1    0.000    0.000    0.000    0.000 compressor.py:549(BinaryGzipFile)
        1    0.000    0.000    0.000    0.000 inlinepatterns.py:340(SimpleTagInlineProcessor)
        1    0.000    0.000    0.000    0.000 ast.py:520(Ellipsis)
        1    0.000    0.000    0.000    0.000 ticker.py:1128(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 typed_passes.py:467(NoPythonBackend)
        1    0.000    0.000    0.000    0.000 misc.py:261(NoneType)
        1    0.000    0.000    0.000    0.000 instructions.py:588(InsertElement)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 general_name.py:23(UnsupportedGeneralNameType)
        1    0.000    0.000    0.000    0.000 _pyio.py:2039(_check_newline)
        1    0.000    0.000    0.000    0.000 mathtext.py:176(MathTextWarning)
        1    0.000    0.000    0.000    0.000 context.py:698(Context)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 compressor.py:180(XZCompressorWrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:93(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(HostChangedError)
        1    0.000    0.000    0.000    0.000 builtins.py:1032(Zip)
        1    0.000    0.000    0.000    0.000 ir.py:641(DelItem)
        1    0.000    0.000    0.000    0.000 instructions.py:641(ExtractValue)
        1    0.000    0.000    0.000    0.000 _utils.py:4(DuplicatedNameError)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 __init__.py:1206(stream)
        1    0.000    0.000    0.000    0.000 ast.py:509(Str)
        1    0.000    0.000    0.000    0.000 optimize.py:23(_LineSearchError)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:133(RewriteSemanticConstants)
        1    0.000    0.000    0.000    0.000 templates.py:904(_TemplateTargetHelperMixin)
        1    0.000    0.000    0.000    0.000 scalars.py:98(BooleanLiteral)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 _mathtext.py:767(StixSansFonts)
        1    0.000    0.000    0.000    0.000 _ltisys.py:1631(StateSpaceContinuous)
        1    0.000    0.000    0.000    0.000 wrappers.py:731(_ArrayAsScalarArgLoader)
        1    0.000    0.000    0.000    0.000 npydecl.py:839(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:1021(NdIndex)
        1    0.000    0.000    0.000    0.000 builtins.py:986(Complex)
        1    0.000    0.000    0.000    0.000 ir.py:1613(UndefinedType)
        1    0.000    0.000    0.000    0.000 containers.py:874(DictIteratorType)
        1    0.000    0.000    0.000    0.000 inlinepatterns.py:356(SubstituteTagPattern)
        1    0.000    0.000    0.000    0.000 cookies.py:170(CookieConflictError)
        1    0.000    0.000    0.000    0.000 Image.py:2760(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 _nonlin.py:916(BroydenSecond)
        1    0.000    0.000    0.000    0.000 ir.py:757(TryRaise)
        1    0.000    0.000    0.000    0.000 abstract.py:244(Number)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPWarning)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1821(_UnpackForm)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1328(Vrule)
        1    0.000    0.000    0.000    0.000 exceptions.py:22(NoBackendError)
        1    0.000    0.000    0.000    0.000 typeinfer.py:743(SetItemRefinement)
        1    0.000    0.000    0.000    0.000 builtins.py:1146(IndexValueModel)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencodeerrors}
        1    0.000    0.000    0.000    0.000 ticker.py:372(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 typeinfer.py:278(BuildListConstraint)
        1    0.000    0.000    0.000    0.000 builtins.py:459(TupleCompare)
        1    0.000    0.000    0.000    0.000 models.py:1105(ArrayIterator)
        1    0.000    0.000    0.000    0.000 compressor.py:566(GzipCompressorWrapper)
        1    0.000    0.000    0.000    0.000 configparser.py:216(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(DynamoDBOperationNotSupportedError)
        1    0.000    0.000    0.000    0.000 deprecation.py:308(_deprecated_parameter_class)
        1    0.000    0.000    0.000    0.000 _reingold_tilford.py:181(Tree)
        1    0.000    0.000    0.000    0.000 inlinepatterns.py:301(SimpleTextPattern)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 abstract.py:238(Hashable)
        1    0.000    0.000    0.000    0.000 instructions.py:609(ShuffleVector)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_types}
        1    0.000    0.000    0.000    0.000 connection.py:557(DummyConnection)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 patches.py:3486(CurveB)
        1    0.000    0.000    0.000    0.000 builtins.py:936(Bool)
        1    0.000    0.000    0.000    0.000 models.py:744(UnionModel)
        1    0.000    0.000    0.000    0.000 instructions.py:189(PredictableInstr)
        1    0.000    0.000    0.000    0.000 configparser.py:264(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 argparse.py:668(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 eventstream.py:62(ChecksumMismatch)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1771(LoadError)
        1    0.000    0.000    0.000    0.000 instructions.py:668(InsertValue)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 pydoc.py:1455(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 docstring.py:35(LoadReloadDocstring)
        1    0.000    0.000    0.000    0.000 exceptions.py:81(HostChangedError)
        1    0.000    0.000    0.000    0.000 inspect.py:895(EndOfBlock)
        1    0.000    0.000    0.000    0.000 models.py:733(TupleModel)
        1    0.000    0.000    0.000    0.000 pathlib.py:394(_Accessor)
        1    0.000    0.000    0.000    0.000 models.py:794(ListIterModel)
        1    0.000    0.000    0.000    0.000 targetconfig.py:47(_FlagsStack)
        1    0.000    0.000    0.000    0.000 typeof.py:116(_typeof_bool)
        2    0.000    0.000    0.000    0.000 builder.py:114(_uniop_intrinsic_with_flag)
        1    0.000    0.000    0.000    0.000 plyparser.py:31(ParseError)
        1    0.000    0.000    0.000    0.000 _sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 values.py:950(entry_basic_block)
        1    0.000    0.000    0.000    0.000 value.py:373(_ArgumentsIterator)
        1    0.000    0.000    0.000    0.000 process.py:147(_ResultItem)
        1    0.000    0.000    0.000    0.000 argparse.py:979(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 padding.py:16(PKCS1v15)
        1    0.000    0.000    0.000    0.000 utils.py:17(CryptographyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:21(CertificateError)
        1    0.000    0.000    0.000    0.000 _globals.py:47(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 models.py:1249(NdIter)
        1    0.000    0.000    0.000    0.000 pool.py:789(MapResult)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 request.py:1250(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:51(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 dates.py:1676(SecondLocator)
        1    0.000    0.000    0.000    0.000 values.py:1099(ReturnValue)
        1    0.000    0.000    0.000    0.000 cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 _dill.py:122(<lambda>)
        1    0.000    0.000    0.000    0.000 request.py:1067(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 ir.py:701(Del)
        1    0.000    0.000    0.000    0.000 ir.py:771(StaticTryRaise)
        1    0.000    0.000    0.000    0.000 ir.py:884(Yield)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
        1    0.000    0.000    0.000    0.000 awsrequest.py:242(AWSHTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 exceptions.py:713(MissingDependencyException)
        1    0.000    0.000    0.000    0.000 ffdec.py:44(CommunicationError)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 inlinepatterns.py:861(AutomailInlineProcessor)
        1    0.000    0.000    0.000    0.000 patches.py:2703(SimpleEvent)
        1    0.000    0.000    0.000    0.000 argparse.py:907(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 client.py:1478(BadStatusLine)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 patches.py:3481(CurveA)
        1    0.000    0.000    0.000    0.000 ir.py:866(Print)
        1    0.000    0.000    0.000    0.000 containers.py:860(DictValuesIterableType)
        1    0.000    0.000    0.000    0.000 instructions.py:698(Unreachable)
        2    0.000    0.000    0.000    0.000 _structures.py:42(__lt__)
        1    0.000    0.000    0.000    0.000 SSL.py:495(_OCSPClientCallbackHelper)
        1    0.000    0.000    0.000    0.000 exceptions.py:192(UnknownSignatureVersionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:286(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.000    0.000 builtins.py:583(Contains)
        1    0.000    0.000    0.000    0.000 builtins.py:965(Float)
        1    0.000    0.000    0.000    0.000 _utils.py:52(_StringReferenceCaching)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(HTTPError)
        1    0.000    0.000    0.000    0.000 socks.py:151(SOCKSHTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 glm_distribution.py:361(InverseGaussianDistribution)
        1    0.000    0.000    0.000    0.000 typed_passes.py:170(PartialTypeInference)
        1    0.000    0.000    0.000    0.000 callconv.py:618(PythonErrorModel)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 errors.py:18(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 parsers.py:813(EventStreamJSONParser)
        1    0.000    0.000    0.000    0.000 eventstream.py:51(InvalidPayloadLength)
        1    0.000    0.000    0.000    0.000 core.py:147(MAError)
        1    0.000    0.000    0.000    0.000 hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 builtins.py:195(BinOpMul)
        1    0.000    0.000    0.000    0.000 ir.py:658(SetAttr)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 dates.py:1626(HourLocator)
        1    0.000    0.000    0.000    0.000 base.py:975(MultiOutputMixin)
        1    0.000    0.000    0.000    0.000 errors.py:684(InternalTargetMismatchError)
        1    0.000    0.000    0.000    0.000 containers.py:106(ByteArray)
        1    0.000    0.000    0.000    0.000 values.py:1085(Argument)
        1    0.000    0.000    0.000    0.000 __init__.py:327(UnknownExtra)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 dataflow.py:789(WithBlock)
        2    0.000    0.000    0.000    0.000 misc.py:333(key)
        1    0.000    0.000    0.000    0.000 errors.py:549(UnsupportedError)
        1    0.000    0.000    0.000    0.000 value.py:395(_OperandsIterator)
        1    0.000    0.000    0.000    0.000 specifiers.py:749(<genexpr>)
        1    0.000    0.000    0.000    0.000 target_extension.py:126(Generic)
        1    0.000    0.000    0.000    0.000 exceptions.py:587(InvalidHostLabelError)
        1    0.000    0.000    0.000    0.000 exceptions.py:737(SSOError)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 parse.py:337(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 _mathtext.py:963(Hbox)
        1    0.000    0.000    0.000    0.000 builtins.py:1053(Next)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:828(ContentDisposition)
        1    0.000    0.000    0.000    0.000 padding.py:24(_Auto)
        1    0.000    0.000    0.000    0.000 _conditional.py:14(cryptography_has_ssl3_method)
