Resampled version already cached
Resampled version already cached
         2617967 function calls (2562120 primitive calls) in 2.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 _reqs.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
        1    0.000    0.000    0.002    0.002 chardistribution.py:28(<module>)
    17304    0.001    0.000    0.002    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
      220    0.001    0.000    0.002    0.000 <frozen zipimport>:63(__init__)
    15221    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
       86    0.000    0.000    0.002    0.000 npydecl.py:327(_numpy_ufunc)
        1    0.000    0.000    0.002    0.002 htmlparser.py:1(<module>)
       87    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.002    0.002 _header_value_parser.py:1(<module>)
       26    0.000    0.000    0.002    0.000 dataclasses.py:573(_cmp_fn)
        2    0.000    0.000    0.002    0.001 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _mannwhitneyu.py:1(<module>)
        3    0.000    0.000    0.002    0.001 unicode.py:80(alphanums)
       31    0.000    0.000    0.002    0.000 overload_glue.py:80(inner)
      565    0.000    0.000    0.002    0.000 ffi.py:67(__enter__)
        1    0.000    0.000    0.002    0.002 spectral.py:3(<module>)
       24    0.000    0.000    0.002    0.000 _docscrape.py:218(_parse_param_list)
      112    0.000    0.000    0.002    0.000 core.py:4084(__init__)
        1    0.000    0.000    0.002    0.002 initialise.py:2(<module>)
      105    0.000    0.000    0.002    0.000 __init__.py:549(_)
        1    0.000    0.000    0.001    0.001 cookies.py:39(<module>)
    19452    0.001    0.000    0.001    0.000 inspect.py:2551(kind)
1732/1730    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
       37    0.000    0.000    0.001    0.000 cparser.py:500(_parse_decl)
       85    0.000    0.000    0.001    0.000 config.py:250(fmt_desc)
      998    0.001    0.000    0.001    0.000 {built-in method builtins.any}
      565    0.000    0.000    0.001    0.000 ffi.py:73(__exit__)
        1    0.000    0.000    0.001    0.001 resource.py:13(<module>)
     1051    0.001    0.000    0.001    0.000 sre_parse.py:432(_uniq)
        1    0.000    0.000    0.001    0.001 _agglomerative.py:1(<module>)
      818    0.000    0.000    0.001    0.000 ffi.py:93(__getattr__)
       13    0.000    0.000    0.001    0.000 dispatcher.py:862(enable_caching)
        2    0.000    0.000    0.001    0.001 cloudpickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 typing.py:1(<module>)
       28    0.000    0.000    0.001    0.000 _basic.py:16(_dispatch)
     2661    0.001    0.000    0.001    0.000 castgraph.py:65(__getitem__)
        1    0.000    0.000    0.001    0.001 _ridge.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
       13    0.000    0.000    0.001    0.000 caching.py:598(__init__)
       28    0.000    0.000    0.001    0.000 _backend.py:174(generate_multimethod)
        2    0.000    0.000    0.001    0.001 functools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:195(_check_versions)
        1    0.000    0.000    0.001    0.001 subprocess.py:368(check_output)
        1    0.000    0.000    0.001    0.001 codegen.py:732(add_llvm_module)
       80    0.001    0.000    0.001    0.000 enum.py:200(<setcomp>)
        1    0.000    0.000    0.001    0.001 _docscrape.py:112(NumpyDocString)
        1    0.000    0.000    0.001    0.001 subprocess.py:452(run)
        1    0.000    0.000    0.001    0.001 _linprog_ip.py:1(<module>)
       20    0.001    0.000    0.001    0.000 arraypad.py:129(_set_pad_area)
        1    0.000    0.000    0.001    0.001 adaptive.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linalg.py:1(<module>)
        3    0.000    0.000    0.001    0.000 transforms.py:93(populate)
      288    0.001    0.000    0.001    0.000 {method 'write' of '_io.BytesIO' objects}
     4500    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.001    0.001 _parser.py:2(<module>)
    22603    0.001    0.000    0.001    0.000 abstract.py:95(key)
     2885    0.000    0.000    0.001    0.000 abstract.py:123(__ne__)
        5    0.000    0.000    0.001    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _distn_infrastructure.py:5(<module>)
        3    0.000    0.000    0.001    0.000 unicode.py:70(alphas)
        2    0.000    0.000    0.001    0.001 transforms.py:87(_populate_module_pm)
       32    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(linspace)
        3    0.000    0.000    0.001    0.000 six.py:21(<module>)
    16716    0.001    0.000    0.001    0.000 inspect.py:2539(name)
        1    0.000    0.000    0.001    0.001 codegen.py:651(_optimize_functions)
      732    0.000    0.000    0.001    0.000 typing.py:358(<genexpr>)
     1294    0.000    0.000    0.001    0.000 _param_validation.py:262(is_satisfied_by)
        1    0.000    0.000    0.001    0.001 _coordinate_descent.py:8(<module>)
       32    0.000    0.000    0.001    0.000 function_base.py:23(linspace)
       63    0.000    0.000    0.001    0.000 colors.py:1079(reversed)
       44    0.000    0.000    0.001    0.000 cparser.py:702(_parse_function_type)
      258    0.001    0.000    0.001    0.000 _docscrape.py:68(read_to_condition)
        1    0.000    0.000    0.001    0.001 _lda.py:1(<module>)
       19    0.000    0.000    0.001    0.000 api.py:433(_get_cached_btype)
      184    0.000    0.000    0.001    0.000 c_parser.py:852(p_type_specifier_no_typeid)
     1728    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
       28    0.000    0.000    0.001    0.000 _backend.py:307(get_defaults)
        1    0.000    0.000    0.001    0.001 ansitowin32.py:2(<module>)
      928    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
        1    0.000    0.000    0.001    0.001 plistlib.py:1(<module>)
        6    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
      804    0.001    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pslinux.py:1675(Process)
   637/14    0.001    0.000    0.001    0.000 copy.py:128(deepcopy)
      448    0.000    0.000    0.001    0.000 abstract.py:48(_intern)
       13    0.000    0.000    0.001    0.000 caching.py:323(__init__)
        3    0.000    0.000    0.001    0.000 npydecl.py:195(install_operations)
       12    0.000    0.000    0.001    0.000 typing.py:1615(__new__)
       12    0.000    0.000    0.001    0.000 typing.py:1591(_make_nmtuple)
      838    0.000    0.000    0.001    0.000 colors.py:213(_is_nth_color)
        1    0.000    0.000    0.001    0.001 loss.py:1(<module>)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:1(<module>)
      735    0.001    0.000    0.001    0.000 c_lexer.py:545(t_ID)
     4578    0.001    0.000    0.001    0.000 version.py:69(__lt__)
      171    0.000    0.000    0.001    0.000 core.py:2315(__init__)
       96    0.000    0.000    0.001    0.000 __init__.py:2018(getLogger)
        1    0.000    0.000    0.001    0.001 _nonlin.py:4(<module>)
      160    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(column_stack)
        1    0.000    0.000    0.001    0.001 compressor.py:1(<module>)
      196    0.000    0.000    0.001    0.000 _docscrape.py:78(read_to_next_empty_line)
    55/51    0.000    0.000    0.001    0.000 contextlib.py:108(__enter__)
      323    0.001    0.000    0.001    0.000 inspect.py:2692(apply_defaults)
        1    0.000    0.000    0.001    0.001 ir.py:1(<module>)
        1    0.000    0.000    0.001    0.001 validation.py:1(<module>)
  377/353    0.000    0.000    0.001    0.000 core.py:3904(<genexpr>)
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:1(<module>)
      163    0.000    0.000    0.001    0.000 colors.py:307(_to_rgba_no_colorcycle)
       63    0.000    0.000    0.001    0.000 colors.py:1098(<dictcomp>)
       31    0.000    0.000    0.001    0.000 overload_glue.py:286(glue_typing)
        1    0.000    0.000    0.001    0.001 _bayes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fitpack_py.py:1(<module>)
      562    0.000    0.000    0.001    0.000 base.py:1246(enter_fn)
      562    0.000    0.000    0.001    0.000 base.py:1249(exit_fn)
        1    0.000    0.000    0.001    0.001 pydoc.py:2(<module>)
        5    0.000    0.000    0.001    0.000 __init__.py:5(<module>)
    40/17    0.000    0.000    0.001    0.000 copy.py:226(_deepcopy_dict)
     2290    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
    11714    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
       32    0.000    0.000    0.001    0.000 colors.py:399(to_rgba_array)
        1    0.000    0.000    0.001    0.001 pitch.py:3(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
      181    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
       43    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
        2    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
       31    0.000    0.000    0.001    0.000 overload_glue.py:243(__call__)
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
       14    0.000    0.000    0.001    0.000 core.py:114(doc_note)
       84    0.000    0.000    0.001    0.000 inspect.py:3057(__str__)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
    18151    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.001    0.001 _matfuncs_sqrtm.py:1(<module>)
     1024    0.001    0.000    0.001    0.000 enum.py:417(__setattr__)
        1    0.000    0.000    0.001    0.001 _basic.py:7(<module>)
        1    0.000    0.000    0.001    0.001 constructor.py:3(<module>)
       95    0.000    0.000    0.001    0.000 __init__.py:1284(getLogger)
        1    0.000    0.000    0.001    0.001 qmc.py:2(<module>)
      187    0.000    0.000    0.001    0.000 __init__.py:383(__getattr__)
     3556    0.001    0.000    0.001    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        7    0.000    0.000    0.001    0.000 dataclasses.py:548(_frozen_get_del_attr)
      860    0.001    0.000    0.001    0.000 pkgutil.py:405(get_importer)
       31    0.000    0.000    0.001    0.000 overload_glue.py:18(__init__)
        1    0.000    0.000    0.001    0.001 builder.py:1(<module>)
       96    0.000    0.000    0.001    0.000 core.py:4147(_generateDefaultName)
        1    0.000    0.000    0.001    0.001 text.py:9(<module>)
     8979    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      308    0.001    0.000    0.001    0.000 c_parser.py:299(_fix_decl_name_type)
       55    0.000    0.000    0.001    0.000 _set_output.py:178(__init_subclass__)
     3966    0.000    0.000    0.001    0.000 __init__.py:2379(_normalize_cached)
        1    0.000    0.000    0.001    0.001 signers.py:13(<module>)
      398    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.001    0.001 context.py:13(<module>)
       13    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
     1212    0.001    0.000    0.001    0.000 __init__.py:2831(__getattr__)
      365    0.000    0.000    0.001    0.000 font_manager.py:1011(_json_decode)
      188    0.001    0.000    0.001    0.000 colors.py:1100(<listcomp>)
        7    0.000    0.000    0.001    0.000 _nonlin.py:1515(_nonlin_wrapper)
        1    0.000    0.000    0.001    0.001 _graph.py:1(<module>)
       19    0.000    0.000    0.001    0.000 utils.py:143(deprecate)
       31    0.000    0.000    0.001    0.000 deprecation.py:316(delete_parameter)
     72/4    0.000    0.000    0.001    0.000 core.py:909(_parseCache)
      614    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.001    0.001 configparser.py:560(RawConfigParser)
       80    0.000    0.000    0.001    0.000 enum.py:143(__prepare__)
      700    0.001    0.000    0.001    0.000 posixpath.py:140(basename)
       14    0.000    0.000    0.001    0.000 api.py:911(__getattr__)
      298    0.000    0.000    0.001    0.000 ast_transforms.py:108(fix_atomic_specifiers)
        3    0.000    0.000    0.001    0.000 module.py:233(__repr__)
     5205    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.001    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _mathtext.py:1(<module>)
       14    0.000    0.000    0.001    0.000 api.py:900(make_accessor)
       16    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
      209    0.000    0.000    0.001    0.000 _docscrape.py:168(_is_at_section)
        1    0.000    0.000    0.001    0.001 _csr.py:1(<module>)
      363    0.000    0.000    0.001    0.000 inspect.py:534(_findclass)
        1    0.000    0.000    0.001    0.001 inlinepatterns.py:578(UnderscoreProcessor)
        1    0.000    0.000    0.001    0.001 _mds.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ufuncbuilder.py:3(<module>)
      461    0.000    0.000    0.001    0.000 core.py:1915(__eq__)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
       19    0.000    0.000    0.001    0.000 utils.py:70(__call__)
      352    0.001    0.000    0.001    0.000 functions.py:245(__init__)
      564    0.000    0.000    0.001    0.000 event.py:404(end_event)
        1    0.000    0.000    0.001    0.001 credentials.py:14(<module>)
      564    0.000    0.000    0.001    0.000 event.py:390(start_event)
       10    0.000    0.000    0.001    0.000 __init__.py:2135(safe_listdir)
        3    0.000    0.000    0.001    0.000 module.py:207(_get_body_lines)
        2    0.000    0.000    0.001    0.000 _helper.py:1(<module>)
     7073    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      510    0.001    0.000    0.001    0.000 function_base.py:2268(__init__)
      923    0.000    0.000    0.001    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.001    0.001 yacc.py:2952(get_all)
        1    0.000    0.000    0.001    0.001 matching.py:3(<module>)
        3    0.000    0.000    0.001    0.000 module.py:212(<listcomp>)
        1    0.000    0.000    0.001    0.001 yacc.py:3127(get_pfunctions)
        1    0.000    0.000    0.001    0.001 action.py:14(<module>)
       13    0.000    0.000    0.001    0.000 _docscrape.py:349(_parse_summary)
      160    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
   256/18    0.000    0.000    0.001    0.000 ast.py:367(visit)
    10743    0.001    0.000    0.001    0.000 version.py:393(_parse_letter_version)
     1597    0.001    0.000    0.001    0.000 _param_validation.py:258(__init__)
      529    0.001    0.000    0.001    0.000 ntpath.py:124(splitdrive)
      214    0.001    0.000    0.001    0.000 typing.py:219(_remove_dups_flatten)
        1    0.000    0.000    0.001    0.001 brotli.py:2(<module>)
        1    0.000    0.000    0.001    0.001 typed_passes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
       10    0.000    0.000    0.001    0.000 cparser.py:189(_preprocess)
        1    0.000    0.000    0.001    0.001 uarray.py:1(<module>)
       13    0.000    0.000    0.001    0.000 caching.py:173(from_function)
    69/23    0.000    0.000    0.001    0.000 model.py:56(get_cached_btype)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
        1    0.000    0.000    0.001    0.001 func_inspect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
      492    0.001    0.000    0.001    0.000 __init__.py:3161(_find_adapter)
     7126    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
   256/18    0.000    0.000    0.001    0.000 ast.py:373(generic_visit)
        1    0.000    0.000    0.001    0.001 _interpolation.py:31(<module>)
        1    0.000    0.000    0.001    0.001 sequence.py:3(<module>)
        1    0.000    0.000    0.001    0.001 value.py:1(<module>)
2945/2942    0.001    0.000    0.001    0.000 abstract.py:120(__eq__)
     4888    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
    24/21    0.000    0.000    0.001    0.000 core.py:4889(parseImpl)
        1    0.000    0.000    0.001    0.001 _lda.py:156(LatentDirichletAllocation)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:1(<module>)
      561    0.001    0.000    0.001    0.000 sre_parse.py:295(_class_escape)
        1    0.000    0.000    0.001    0.001 _linprog_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sequencer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
      649    0.000    0.000    0.001    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.001    0.001 _encoders.py:5(<module>)
        1    0.000    0.000    0.001    0.001 inlinepatterns.py:442(AsteriskProcessor)
  539/454    0.001    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
        1    0.000    0.000    0.001    0.001 _base.py:13(<module>)
     1736    0.001    0.000    0.001    0.000 inspect.py:513(_is_wrapper)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        3    0.000    0.000    0.001    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
     9085    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      473    0.001    0.000    0.001    0.000 sre_parse.py:224(__init__)
        8    0.000    0.000    0.001    0.000 api.py:834(accessor_function)
        2    0.000    0.000    0.001    0.000 more.py:1(<module>)
        3    0.000    0.000    0.001    0.000 version.py:4(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
        1    0.000    0.000    0.001    0.001 process.py:9(<module>)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
      187    0.001    0.000    0.001    0.000 __init__.py:390(__getitem__)
        5    0.000    0.000    0.001    0.000 _bunch.py:33(_make_tuple_bunch)
        4    0.000    0.000    0.001    0.000 __init__.py:1993(find_eggs_in_zip)
        1    0.000    0.000    0.001    0.001 templates.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dumper.py:2(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _dict_learning.py:1751(MiniBatchDictionaryLearning)
      348    0.000    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 ipaddress.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _classes.py:90(BaseDecisionTree)
      650    0.000    0.000    0.001    0.000 core.py:4148(<genexpr>)
      334    0.001    0.000    0.001    0.000 __init__.py:2912(<listcomp>)
        8    0.000    0.000    0.001    0.000 values.py:1010(__str__)
        1    0.000    0.000    0.001    0.001 _base.py:547(_AxesBase)
1047/1038    0.001    0.000    0.001    0.000 {built-in method builtins.repr}
        8    0.000    0.000    0.001    0.000 values.py:1003(descr)
        3    0.000    0.000    0.001    0.000 results.py:2(<module>)
        6    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.001    0.001 expand.py:1(<module>)
       13    0.000    0.000    0.001    0.000 _docstring.py:57(<listcomp>)
     3394    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      489    0.001    0.000    0.001    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pca.py:1(<module>)
        1    0.000    0.000    0.001    0.001 untyped_passes.py:1(<module>)
     4063    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:445(StrFormatStyle)
       44    0.000    0.000    0.001    0.000 cparser.py:723(<listcomp>)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
      385    0.001    0.000    0.001    0.000 _util.py:365(<listcomp>)
        2    0.000    0.000    0.001    0.000 hashes.py:5(<module>)
        1    0.000    0.000    0.001    0.001 ec.py:6(<module>)
     4493    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.001    0.001 _codata.py:1514(parse_constants_2018toXXXX)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:2289(declare_namespace)
        1    0.000    0.000    0.001    0.001 spectrum.py:3(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
       60    0.000    0.000    0.001    0.000 __init__.py:752(_open_file_or_url)
        7    0.000    0.000    0.001    0.000 _dill.py:238(dumps)
     1304    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
     1128    0.000    0.000    0.001    0.000 event.py:100(__init__)
        1    0.000    0.000    0.001    0.001 _optics.py:1(<module>)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pydoc.py:366(Doc)
       43    0.000    0.000    0.001    0.000 deprecation.py:457(<listcomp>)
        2    0.000    0.000    0.001    0.000 functions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:473(get_distribution)
     2258    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
       12    0.000    0.000    0.001    0.000 core.py:1437(__mul__)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.001    0.001 _ransac.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _rvs_sampling.py:2(<module>)
        7    0.000    0.000    0.001    0.000 _dill.py:225(dump)
       62    0.000    0.000    0.001    0.000 _docscrape.py:553(dedent_lines)
       46    0.000    0.000    0.001    0.000 core.py:1663(__call__)
        1    0.000    0.000    0.001    0.001 _polynomial.py:1(<module>)
        6    0.000    0.000    0.001    0.000 unicode.py:63(<listcomp>)
        1    0.000    0.000    0.001    0.001 _qmc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linsolve.py:1(<module>)
      181    0.000    0.000    0.001    0.000 sre_parse.py:267(getuntil)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:529(get_path)
       13    0.000    0.000    0.001    0.000 caching.py:103(ensure_cache_path)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:517(get_paths)
     4237    0.001    0.000    0.001    0.000 yacc.py:248(__setitem__)
        1    0.000    0.000    0.001    0.001 _isomap.py:1(<module>)
       98    0.000    0.000    0.001    0.000 contextlib.py:211(contextmanager)
        2    0.000    0.000    0.001    0.000 _meta.py:1(<module>)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:173(_expand_vars)
        1    0.000    0.000    0.001    0.001 auth.py:14(<module>)
        1    0.000    0.000    0.001    0.001 _stats_mstats_common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 certs.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _optics.py:30(OPTICS)
       43    0.000    0.000    0.001    0.000 format.py:932(_read_bytes)
        2    0.001    0.000    0.001    0.000 {method 'write' of '_io.BufferedWriter' objects}
       39    0.000    0.000    0.001    0.000 deprecation.py:257(rename_parameter)
       26    0.000    0.000    0.001    0.000 dataclasses.py:861(<listcomp>)
     1055    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      729    0.001    0.000    0.001    0.000 plyparser.py:49(_coord)
        1    0.000    0.000    0.001    0.001 nrtopt.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _base.py:65(BaseLibSVM)
        1    0.000    0.000    0.001    0.001 _ransac.py:57(RANSACRegressor)
     2198    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:999(__init__)
      334    0.000    0.000    0.001    0.000 utils.py:32(canonicalize_name)
     4625    0.001    0.000    0.001    0.000 artist.py:1530(<genexpr>)
        1    0.000    0.000    0.001    0.001 contingency.py:1(<module>)
  212/101    0.000    0.000    0.001    0.000 _utils.py:44(__str__)
        1    0.000    0.000    0.001    0.001 _deprecated_my_exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 array_analysis.py:6(<module>)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
        1    0.000    0.000    0.001    0.001 compat.py:7(<module>)
        1    0.000    0.000    0.001    0.001 processors.py:8(<module>)
        1    0.000    0.000    0.001    0.001 standard.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:1(<module>)
     2626    0.001    0.000    0.001    0.000 sre_parse.py:81(groups)
 3627/861    0.001    0.000    0.001    0.000 __init__.py:337(recursive_subclasses)
       35    0.000    0.000    0.001    0.000 core.py:561(_setResultsName)
     5365    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
       13    0.000    0.000    0.001    0.000 _docscrape.py:581(__str__)
        1    0.000    0.000    0.001    0.001 __init__.py:3145(parse)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
     2848    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
       27    0.000    0.000    0.001    0.000 ast.py:30(parse)
        1    0.000    0.000    0.001    0.001 _ode.py:2(<module>)
       88    0.000    0.000    0.001    0.000 dataclasses.py:669(_get_field)
        3    0.000    0.000    0.001    0.000 unicode.py:3(<module>)
      317    0.000    0.000    0.001    0.000 _param_validation.py:395(__init__)
        1    0.000    0.000    0.001    0.001 c_ast.py:19(<module>)
        1    0.000    0.000    0.001    0.001 figure.py:158(FigureBase)
        1    0.000    0.000    0.001    0.001 _deprecated_my_exceptions.py:98(_mk_common_exceptions)
        1    0.000    0.000    0.001    0.001 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.001    0.001 values.py:1(<module>)
      530    0.001    0.000    0.001    0.000 results.py:136(__new__)
     2149    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        8    0.000    0.000    0.001    0.000 passmanagers.py:283(run)
        4    0.000    0.000    0.001    0.000 decorate.py:220(identifier)
        1    0.000    0.000    0.001    0.001 _kernel_pca.py:25(KernelPCA)
        1    0.000    0.000    0.001    0.001 __init__.py:3100(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
      319    0.000    0.000    0.001    0.000 typing.py:685(<genexpr>)
        3    0.000    0.000    0.001    0.000 identifier.py:54(derive_name)
        3    0.000    0.000    0.001    0.000 identifier.py:37(_hash_function)
        1    0.000    0.000    0.001    0.001 _measurements.py:31(<module>)
        3    0.000    0.000    0.001    0.000 helpers.py:14(delimited_list)
        1    0.000    0.000    0.001    0.001 object_file.py:1(<module>)
      103    0.000    0.000    0.001    0.000 _set_output.py:137(_wrap_method_output)
        1    0.000    0.000    0.001    0.001 _t_sne.py:540(TSNE)
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
        3    0.000    0.000    0.001    0.000 zipfile.py:1218(__init__)
      298    0.001    0.000    0.001    0.000 ast_transforms.py:140(_fix_atomic_specifiers_once)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:537(get_config_vars)
        1    0.000    0.000    0.001    0.001 _sag.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _remove_redundancy.py:1(<module>)
        2    0.000    0.000    0.001    0.000 specifiers.py:227(LegacySpecifier)
        2    0.000    0.000    0.001    0.000 decorator.py:30(<module>)
      205    0.000    0.000    0.001    0.000 typeconv.py:117(_cb_update)
        1    0.000    0.000    0.001    0.001 logger.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fancy_getopt.py:1(<module>)
